kuznia1_KNN_3_distanceAlgorithm_PROBABILITY_APLENGTH_7_Algorithms_c_distribution_MAGNETIC
MEAN
#;X;Y;XY
LICZBA_PUNKTOW_ODNIESIENIA 21/49 7/49 7/49
PROCENT_PUNKTOW_ODNIESIENIA 42.857142857142854 14.285714285714285 14.285714285714285
LISTA_PUNKTOW_ODNIESIENIA a,b,c,d,n,9,y,aa,11,3,af,ag,ai,al,am,an,ao,10,1,2,4, a,11,3,af,ag,ao,10, a,11,3,af,ag,ao,10,
MAX
#;X;Y;XY
LICZBA_PUNKTOW_ODNIESIENIA 21/49 7/49 7/49
PROCENT_PUNKTOW_ODNIESIENIA 42.857142857142854 14.285714285714285 14.285714285714285
LISTA_PUNKTOW_ODNIESIENIA a,b,c,d,e,n,9,y,aa,11,3,af,ag,al,am,an,ao,10,1,2,4, a,b,3,af,ag,ao,10, a,b,3,af,ag,ao,10,
MIN
#;X;Y;XY
LICZBA_PUNKTOW_ODNIESIENIA 21/49 8/49 8/49
PROCENT_PUNKTOW_ODNIESIENIA 42.857142857142854 16.3265306122449 16.3265306122449
LISTA_PUNKTOW_ODNIESIENIA a,b,c,d,n,9,y,aa,11,3,af,ag,aj,al,am,an,ao,10,1,2,4, a,11,3,af,ag,ao,10,1, a,11,3,af,ag,ao,10,1,
MEDIANA
#;X;Y;XY
LICZBA_PUNKTOW_ODNIESIENIA 22/49 6/49 6/49
PROCENT_PUNKTOW_ODNIESIENIA 44.89795918367347 12.244897959183673 12.244897959183673
LISTA_PUNKTOW_ODNIESIENIA a,b,c,d,n,9,y,aa,11,3,af,ag,ai,aj,al,am,an,ao,10,1,2,4, a,3,af,ag,ao,10, a,3,af,ag,ao,10,
MODE
#;X;Y;XY
LICZBA_PUNKTOW_ODNIESIENIA 21/49 8/49 8/49
PROCENT_PUNKTOW_ODNIESIENIA 42.857142857142854 16.3265306122449 16.3265306122449
LISTA_PUNKTOW_ODNIESIENIA a,b,c,d,n,9,y,aa,11,3,af,ag,aj,al,am,an,ao,10,1,2,4, a,11,3,af,ag,ao,10,1, a,11,3,af,ag,ao,10,1,
PERCENTILE-10
#;X;Y;XY
LICZBA_PUNKTOW_ODNIESIENIA 22/49 8/49 8/49
PROCENT_PUNKTOW_ODNIESIENIA 44.89795918367347 16.3265306122449 16.3265306122449
LISTA_PUNKTOW_ODNIESIENIA a,b,c,d,n,9,y,aa,11,3,af,ag,ai,aj,al,am,an,ao,10,1,2,4, a,11,3,af,ag,ao,10,1, a,11,3,af,ag,ao,10,1,
PERCENTILE-20
#;X;Y;XY
LICZBA_PUNKTOW_ODNIESIENIA 22/49 8/49 8/49
PROCENT_PUNKTOW_ODNIESIENIA 44.89795918367347 16.3265306122449 16.3265306122449
LISTA_PUNKTOW_ODNIESIENIA a,b,c,d,n,9,y,aa,11,3,af,ag,ai,aj,al,am,an,ao,10,1,2,4, a,11,3,af,ag,ao,10,1, a,11,3,af,ag,ao,10,1,
PERCENTILE-50
#;X;Y;XY
LICZBA_PUNKTOW_ODNIESIENIA 22/49 6/49 6/49
PROCENT_PUNKTOW_ODNIESIENIA 44.89795918367347 12.244897959183673 12.244897959183673
LISTA_PUNKTOW_ODNIESIENIA a,b,c,d,n,9,y,aa,11,3,af,ag,ai,aj,al,am,an,ao,10,1,2,4, a,3,af,ag,ao,10, a,3,af,ag,ao,10,
PERCENTILE-70
#;X;Y;XY
LICZBA_PUNKTOW_ODNIESIENIA 20/49 6/49 6/49
PROCENT_PUNKTOW_ODNIESIENIA 40.816326530612244 12.244897959183673 12.244897959183673
LISTA_PUNKTOW_ODNIESIENIA a,b,c,d,n,9,y,aa,11,3,af,ag,al,am,an,ao,10,1,2,4, a,3,af,ag,ao,10, a,3,af,ag,ao,10,
PERCENTILE-90
#;X;Y;XY
LICZBA_PUNKTOW_ODNIESIENIA 20/49 6/49 6/49
PROCENT_PUNKTOW_ODNIESIENIA 40.816326530612244 12.244897959183673 12.244897959183673
LISTA_PUNKTOW_ODNIESIENIA a,b,c,d,n,9,y,aa,11,3,af,ag,al,am,an,ao,10,1,2,4, a,3,af,ag,ao,10, a,3,af,ag,ao,10,
kuznia1_KNN_3_distanceAlgorithm_PROBABILITY_APLENGTH_7_Algorithms_c_distribution_RSSI
MEAN
#;X;Y;XY
LICZBA_PUNKTOW_ODNIESIENIA 28/49 10/49 10/49
PROCENT_PUNKTOW_ODNIESIENIA 57.14285714285714 20.408163265306122 20.408163265306122
LISTA_PUNKTOW_ODNIESIENIA a,b,c,d,e,i,m,n,9,y,7,aa,13,11,ae,3,af,ag,ai,al,am,an,ao,ap,10,1,2,4, a,m,9,11,3,af,ag,ao,ap,10, a,m,9,11,3,af,ag,ao,ap,10,
MAX
#;X;Y;XY
LICZBA_PUNKTOW_ODNIESIENIA 28/49 10/49 10/49
PROCENT_PUNKTOW_ODNIESIENIA 57.14285714285714 20.408163265306122 20.408163265306122
LISTA_PUNKTOW_ODNIESIENIA a,b,c,d,e,i,m,n,9,y,7,aa,13,11,ae,3,af,ag,ai,al,am,an,ao,ap,10,1,2,4, a,m,9,11,3,af,ag,ao,ap,10, a,m,9,11,3,af,ag,ao,ap,10,
MIN
#;X;Y;XY
LICZBA_PUNKTOW_ODNIESIENIA 28/49 10/49 10/49
PROCENT_PUNKTOW_ODNIESIENIA 57.14285714285714 20.408163265306122 20.408163265306122
LISTA_PUNKTOW_ODNIESIENIA a,b,c,d,e,i,m,n,9,y,7,aa,13,11,ae,3,af,ag,ai,al,am,an,ao,ap,10,1,2,4, a,m,9,11,3,af,ag,ao,ap,10, a,m,9,11,3,af,ag,ao,ap,10,
MEDIANA
#;X;Y;XY
LICZBA_PUNKTOW_ODNIESIENIA 28/49 10/49 10/49
PROCENT_PUNKTOW_ODNIESIENIA 57.14285714285714 20.408163265306122 20.408163265306122
LISTA_PUNKTOW_ODNIESIENIA a,b,c,d,e,i,m,n,9,y,7,aa,13,11,ae,3,af,ag,ai,al,am,an,ao,ap,10,1,2,4, a,m,9,11,3,af,ag,ao,ap,10, a,m,9,11,3,af,ag,ao,ap,10,
MODE
#;X;Y;XY
LICZBA_PUNKTOW_ODNIESIENIA 28/49 10/49 10/49
PROCENT_PUNKTOW_ODNIESIENIA 57.14285714285714 20.408163265306122 20.408163265306122
LISTA_PUNKTOW_ODNIESIENIA a,b,c,d,e,i,m,n,9,y,7,aa,13,11,ae,3,af,ag,ai,al,am,an,ao,ap,10,1,2,4, a,m,9,11,3,af,ag,ao,ap,10, a,m,9,11,3,af,ag,ao,ap,10,
PERCENTILE-10
#;X;Y;XY
LICZBA_PUNKTOW_ODNIESIENIA 28/49 10/49 10/49
PROCENT_PUNKTOW_ODNIESIENIA 57.14285714285714 20.408163265306122 20.408163265306122
LISTA_PUNKTOW_ODNIESIENIA a,b,c,d,e,i,m,n,9,y,7,aa,13,11,ae,3,af,ag,ai,al,am,an,ao,ap,10,1,2,4, a,m,9,11,3,af,ag,ao,ap,10, a,m,9,11,3,af,ag,ao,ap,10,
PERCENTILE-20
#;X;Y;XY
LICZBA_PUNKTOW_ODNIESIENIA 28/49 10/49 10/49
PROCENT_PUNKTOW_ODNIESIENIA 57.14285714285714 20.408163265306122 20.408163265306122
LISTA_PUNKTOW_ODNIESIENIA a,b,c,d,e,i,m,n,9,y,7,aa,13,11,ae,3,af,ag,ai,al,am,an,ao,ap,10,1,2,4, a,m,9,11,3,af,ag,ao,ap,10, a,m,9,11,3,af,ag,ao,ap,10,
PERCENTILE-50
#;X;Y;XY
