MAGNETIC
MEAN
#,ERROR,#,ERROR_PERCENT,#,ERROR_COORDINATE
#,X,Y,X,Y,X,Y
MIN 0.0966666666667 0.44 0.914538000631 1.83299389002 0.805555555556 1.22222222222
MAX 12.54 31.1 710.810810811 1320.1183432 104.5 86.3888888889
SREDNIA 4.86046190865 11.2427992443 91.5483655643 121.061306718 40.5038492388 31.2299979008
MODA 0.0966666666667 0.44 0.914538000631 1.83299389002 0.805555555556 1.22222222222
ODCHYLENIE_STANDARDOWE 3.1178317311 8.76171425405 112.749613343 216.48926284 25.9819310925 24.3380951501
MAX
#,ERROR,#,ERROR_PERCENT,#,ERROR_COORDINATE
#,X,Y,X,Y,X,Y
MIN 0.0966666666667 0.44 0.914538000631 1.83299389002 0.805555555556 1.22222222222
MAX 11.9402715559 31.1 981.081080907 1320.1183432 99.5022629657 86.3888888889
SREDNIA 4.64580403522 12.5293778342 95.3799348319 131.072962489 38.7150336268 34.8038273172
MODA 0.0966666666667 0.44 100.0 100.0 0.805555555556 1.22222222222
ODCHYLENIE_STANDARDOWE 2.96732490963 8.51337355487 145.612218452 215.939763558 24.7277075802 23.6482598746
MIN
#,ERROR,#,ERROR_PERCENT,#,ERROR_COORDINATE
#,X,Y,X,Y,X,Y
MIN 0.0966666666667 0.44 0.914538000631 1.83299389002 0.805555555556 1.22222222222
MAX 12.54 31.1 710.810810811 1320.1183432 104.5 86.3888888889
SREDNIA 4.6959454043 10.8433049334 87.4494592444 115.734361914 39.1328783692 30.1202914816
MODA 0.0966666666667 0.44 100.0 1.83299389002 0.805555555556 1.22222222222
ODCHYLENIE_STANDARDOWE 3.05015119949 8.91198520522 108.450413379 215.802981612 25.4179266624 24.755514459
MEDIANA
#,ERROR,#,ERROR_PERCENT,#,ERROR_COORDINATE
#,X,Y,X,Y,X,Y
MIN 0.0966666666667 0.44 0.914538000631 1.83299389002 0.805555555556 1.22222222222
MAX 12.54 31.1 710.810810811 1320.1183432 104.5 86.3888888889
SREDNIA 4.76522023974 11.7530405036 90.2326486463 125.555956744 39.7101686645 32.6473347321
MODA 0.0966666666667 0.44 0.914538000631 1.83299389002 0.805555555556 1.22222222222
ODCHYLENIE_STANDARDOWE 3.18808766803 8.69276589244 113.407909841 216.082733198 26.5673972336 24.1465719234
MODE
#,ERROR,#,ERROR_PERCENT,#,ERROR_COORDINATE
#,X,Y,X,Y,X,Y
MIN 0.0966666666667 0.44 0.914538000631 1.83299389002 0.805555555556 1.22222222222
MAX 12.54 31.1 710.810810811 1320.1183432 104.5 86.3888888889
SREDNIA 4.69908291054 11.2489530152 88.2095415865 117.127986058 39.1590242545 31.2470917088
MODA 0.0966666666667 0.44 100.0 1.83299389002 0.805555555556 1.22222222222
ODCHYLENIE_STANDARDOWE 3.0038580749 9.20591024108 108.422631106 214.871322821 25.0321506242 25.5719728919
PERCENTILE-10
#,ERROR,#,ERROR_PERCENT,#,ERROR_COORDINATE
#,X,Y,X,Y,X,Y
MIN 0.0966666666667 0.44 0.914538000631 1.83299389002 0.805555555556 1.22222222222
MAX 12.54 31.1 710.810810811 1320.1183432 104.5 86.3888888889
SREDNIA 4.71035485135 11.1356142482 86.6646593926 118.028360598 39.2529570946 30.9322618006
MODA 0.0966666666667 0.44 100.0 1.83299389002 0.805555555556 1.22222222222
ODCHYLENIE_STANDARDOWE 3.14476908229 8.90849118055 108.426021008 215.748778963 26.2064090191 24.7458088349
PERCENTILE-20
#,ERROR,#,ERROR_PERCENT,#,ERROR_COORDINATE
#,X,Y,X,Y,X,Y
MIN 0.0966666666667 0.44 0.914538000631 1.83299389002 0.805555555556 1.22222222222
MAX 12.54 31.1 710.810810811 1320.1183432 104.5 86.3888888889
SREDNIA 4.68542252738 11.3217503948 86.4099652632 118.683583109 39.0451877281 31.4493066523
MODA 0.0966666666667 0.44 100.0 1.83299389002 0.805555555556 1.22222222222
ODCHYLENIE_STANDARDOWE 3.1636190307 9.08229695379 108.57212969 215.568825626 26.3634919225 25.2286026494
PERCENTILE-50
#,ERROR,#,ERROR_PERCENT,#,ERROR_COORDINATE
#,X,Y,X,Y,X,Y
MIN 0.0966666666667 0.44 0.914538000631 1.83299389002 0.805555555556 1.22222222222
MAX 12.54 31.1 710.810810811 1320.1183432 104.5 86.3888888889
SREDNIA 4.76522023974 11.7530405036 90.2326486463 125.555956744 39.7101686645 32.6473347321
MODA 0.0966666666667 0.44 0.914538000631 1.83299389002 0.805555555556 1.22222222222
ODCHYLENIE_STANDARDOWE 3.18808766803 8.69276589244 113.407909841 216.082733198 26.5673972336 24.1465719234
PERCENTILE-70
#,ERROR,#,ERROR_PERCENT,#,ERROR_COORDINATE
#,X,Y,X,Y,X,Y
MIN 0.0966666666667 0.44 0.914538000631 1.83299389002 0.805555555556 1.22222222222
MAX 12.54 31.1 710.810810811 1320.1183432 104.5 86.3888888889
SREDNIA 4.85905858907 11.6900360961 92.0223827052 123.807197906 40.4921549089 32.4723224892
MODA 0.0966666666667 0.44 0.914538000631 1.83299389002 0.805555555556 1.22222222222
